shipment_id,order_id,carrier,ship_date,total_weight_lbs,billed_shipping_cost,is_bundled_shipment,tracking_number,zone,delivery_days
SHIP-002642,ORD-002716,FedEx,2024-09-08,164.91,82.71,0,1O3TO7COF3AE,6,9
SHIP-002643,ORD-002718,Amazon Logistics,2024-09-09,82.02,25.0,0,0HIMAHNBGSLC,5,8
SHIP-002644,ORD-002719,FedEx,2024-09-09,76.93,43.12,0,C9S3WR17IQ77,4,2
SHIP-002645,ORD-002720,Amazon Logistics,2024-09-10,452.98,117.75,1,YZW74UMDBF4I,2,7
SHIP-002646,ORD-002721,DHL,2024-09-10,231.7,136.54,0,KEAMEQG36X2Q,3,7
SHIP-002647,ORD-002722,USPS,2024-09-10,182.86,60.06,1,VTLINZ8GMMTF,4,5
SHIP-002648,ORD-002723,DHL,2024-09-10,370.89,213.09,0,FS34SQ8G5NIC,2,4
SHIP-002649,ORD-002724,USPS,2024-09-10,35.14,15.74,0,MAL506M5L1MO,8,1
SHIP-002650,ORD-002725,Amazon Logistics,2024-09-11,152.46,42.62,0,BZH4822SWTBM,2,4
SHIP-002651,ORD-002726,USPS,2024-09-11,139.53,47.06,0,449GDPOKDOM3,1,1
SHIP-002652,ORD-002727,FedEx,2024-09-11,115.6,60.52,0,SCY2P5W50CFD,3,6
SHIP-002653,ORD-002728,DHL,2024-09-12,111.32,70.33,0,5L21IQL5KUZI,7,10
SHIP-002654,ORD-002729,USPS,2024-09-12,106.83,37.25,0,AEMBDN7QX2HZ,3,2
SHIP-002655,ORD-002730,USPS,2024-09-13,12.79,9.04,0,C1AVEE1OAWVF,2,2
SHIP-002656,ORD-002731,DHL,2024-09-13,77.0,51.45,1,KK70OZ3ZK2HA,1,2
SHIP-002657,ORD-002732,USPS,2024-09-13,28.05,13.61,0,167DV41XQLJZ,3,4
SHIP-002658,ORD-002733,USPS,2024-09-13,30.32,14.3,0,1VE3NMNFCAR5,6,5
SHIP-002659,ORD-002734,UPS,2024-09-13,5.02,9.81,1,3UG7YKOVFZKI,5,6
SHIP-002660,ORD-002735,DHL,2024-09-13,116.8,73.34,0,VQPK033XBI2V,8,3
SHIP-002661,ORD-002736,FedEx,2024-09-14,154.43,77.99,0,NQTFOCS5LABE,5,4
SHIP-002662,ORD-002737,UPS,2024-09-14,145.98,66.19,0,E63Z1A2H02IO,4,4
SHIP-002663,ORD-002739,UPS,2024-09-15,107.86,50.94,0,TSVPTR8JS5Y6,2,3
SHIP-002664,ORD-002740,DHL,2024-09-15,263.54,154.05,0,7VJZ16BLUJI2,5,5
SHIP-002665,ORD-002741,Amazon Logistics,2024-09-15,77.42,23.86,0,1XNWKXZAPWW8,4,1
SHIP-002666,ORD-002742,USPS,2024-09-15,149.37,50.01,0,O5W5D8QBA3JP,7,4
SHIP-002667,ORD-002743,UPS,2024-09-17,214.85,93.74,0,UFSBCLJW4RBX,6,8
SHIP-002668,ORD-002744,FedEx,2024-09-17,209.65,102.84,0,HSL8JPDVF47B,1,7
SHIP-002669,ORD-002745,UPS,2024-09-17,35.88,22.15,0,U98DGXYALAOZ,5,9
SHIP-002670,ORD-002746,FedEx,2024-09-17,44.24,28.41,0,W113W1ZBYIBI,4,8
SHIP-002671,ORD-002747,DHL,2024-09-18,94.83,61.26,0,X3S1ZY4DAVKV,8,2
SHIP-002672,ORD-002748,USPS,2024-09-18,122.0,41.8,0,HEGVP6U3T78H,2,1
SHIP-002673,ORD-002749,Amazon Logistics,2024-09-18,295.33,78.33,0,B95N9GZW4RDR,3,7
SHIP-002674,ORD-002750,UPS,2024-09-19,89.16,43.46,0,L8XT5CMEVC3Y,7,4
SHIP-002675,ORD-002751,Amazon Logistics,2024-09-19,93.7,27.92,1,S9NXONRPXA6K,2,2
SHIP-002676,ORD-002752,UPS,2024-09-20,124.88,57.75,0,0N6DMK89L1E8,7,10
SHIP-002677,ORD-002753,DHL,2024-09-20,50.68,36.97,0,U6OP23BQG3E3,1,5
SHIP-002678,ORD-002755,UPS,2024-09-21,40.97,24.19,1,IVZPYKU5RHID,4,2
SHIP-002679,ORD-002756,Amazon Logistics,2024-09-22,43.92,15.48,0,CM15BTAYRL7S,5,6
SHIP-002680,ORD-002757,FedEx,2024-09-22,98.94,53.02,0,YZKIFEHB22EU,4,6
SHIP-002681,ORD-002758,DHL,2024-09-22,31.71,26.54,0,IQIHU8JFQC2V,6,8
SHIP-002682,ORD-002759,FedEx,2024-09-22,89.12,48.6,0,NDXKUBNCZPJD,5,4
SHIP-002683,ORD-002760,USPS,2024-09-23,130.75,44.43,0,0X3HSKQDLRSB,6,9
SHIP-002684,ORD-002761,FedEx,2024-09-23,72.1,40.95,0,PVWOP786C4VW,2,1
SHIP-002685,ORD-002762,DHL,2024-09-23,25.1,22.91,0,WR850ITWZ3IJ,2,2
SHIP-002686,ORD-002763,USPS,2024-09-23,325.89,102.97,0,ZZ9NDXHF1FF1,7,6
SHIP-002687,ORD-002764,DHL,2024-09-23,19.9,20.05,0,IJ57NBFB6TFL,7,8
SHIP-002688,ORD-002765,USPS,2024-09-24,51.32,20.6,0,CGSNMOKBKS65,3,10
SHIP-002689,ORD-002766,USPS,2024-09-25,49.88,20.16,0,WT6RODNMSAXW,2,9
SHIP-002690,ORD-002767,DHL,2024-09-25,99.78,63.98,0,ACHLFAPMODOX,3,6
SHIP-002691,ORD-002768,FedEx,2024-09-25,60.2,35.59,0,3NJ3ZE6VL133,5,4
SHIP-002692,ORD-002769,UPS,2024-09-25,88.57,43.23,1,W2JO56O6L2DI,1,5
SHIP-002693,ORD-002770,DHL,2024-09-26,247.66,145.31,0,ABLD1GVKNZRV,8,2
SHIP-002694,ORD-002771,FedEx,2024-09-26,375.29,177.38,0,MLXSKOUDFK3F,2,10
SHIP-002695,ORD-002772,FedEx,2024-09-27,150.85,76.38,0,FGKVTR43IBN8,8,7
SHIP-002696,ORD-002773,FedEx,2024-09-27,12.83,14.27,1,MEEZFE4WDR8A,2,3
SHIP-002697,ORD-002774,Amazon Logistics,2024-09-27,8.28,6.57,0,T23MCGVTZTHZ,2,10
SHIP-002698,ORD-002775,DHL,2024-09-27,70.7,47.99,0,PIKNYX2A5AML,4,3
SHIP-002699,ORD-002776,UPS,2024-09-29,111.66,52.46,0,ASV82CRG7A1Z,7,3
SHIP-002700,ORD-002777,FedEx,2024-09-30,6.75,11.54,0,TG1LMSLGELJY,3,1
SHIP-002701,ORD-002778,FedEx,2024-09-30,196.11,96.75,0,DJJP19B4GM0W,8,3
SHIP-002702,ORD-002779,Amazon Logistics,2024-09-30,91.65,27.41,0,126483DXB911,3,10
SHIP-002703,ORD-002780,FedEx,2024-09-30,367.44,173.85,0,5BJTM9QGB79X,6,2
SHIP-002704,ORD-002781,FedEx,2024-09-30,180.21,89.59,0,LNX8IGNB92Q0,8,7
SHIP-002705,ORD-002782,Amazon Logistics,2024-09-30,74.9,23.22,0,809IKAX11M5Y,2,10
SHIP-002706,ORD-002785,DHL,2024-10-01,85.36,56.05,1,A2S59HZ5LC1W,5,6
SHIP-002707,ORD-002786,DHL,2024-10-01,67.41,46.18,0,8X2NQJU6IKKG,3,3
SHIP-002708,ORD-002787,USPS,2024-10-01,116.92,40.28,0,QGCHGRG2KTAA,5,6
SHIP-002709,ORD-002788,DHL,2024-10-02,31.59,26.47,0,KO73R024SRRJ,4,4
SHIP-002710,ORD-002789,UPS,2024-10-02,286.59,122.44,0,QYJ72JI396FT,3,6
SHIP-002711,ORD-002790,Amazon Logistics,2024-10-02,135.66,38.41,0,ULUU08MNNTP5,5,2
SHIP-002712,ORD-002791,USPS,2024-10-02,37.04,16.31,0,7A2Y3DPH1XOH,2,9
SHIP-002713,ORD-002792,USPS,2024-10-03,5.66,6.9,0,402J1NKL45NX,6,7
SHIP-002714,ORD-002793,DHL,2024-10-03,233.7,137.64,0,AXRXK0C60UE1,8,4
SHIP-002715,ORD-002794,USPS,2024-10-03,262.56,83.97,0,SMRVX9K1KKPY,6,4
SHIP-002716,ORD-002795,FedEx,2024-10-03,256.54,123.94,0,BQ3JKLQJEXGF,6,2
SHIP-002717,ORD-002796,USPS,2024-10-03,245.28,78.78,0,0XUPNDNLA6SE,1,9
SHIP-002718,ORD-002797,Amazon Logistics,2024-10-03,5.49,5.87,0,VENK1BKS978B,1,3
SHIP-002719,ORD-002798,UPS,2024-10-04,227.55,98.82,0,RSFU0V9L1R6Q,5,8
SHIP-002720,ORD-002799,UPS,2024-10-04,206.42,90.37,0,F2NCO4KW0FV2,3,1
SHIP-002721,ORD-002800,UPS,2024-10-04,237.29,102.72,0,BOK340RWX0YG,5,7
SHIP-002722,ORD-002801,Amazon Logistics,2024-10-04,110.49,32.12,0,6S8Q8NX4LN1U,6,4
SHIP-002723,ORD-002802,DHL,2024-10-05,28.96,25.03,0,93YCTWXDJMS4,7,6
SHIP-002724,ORD-002803,USPS,2024-10-05,27.78,13.53,0,UC4VHSN6BNTY,1,6
SHIP-002725,ORD-002804,USPS,2024-10-06,211.02,68.51,0,EA1JZDZ1SWFQ,4,7
SHIP-002726,ORD-002805,FedEx,2024-10-06,361.17,171.03,0,3LNPC7K2I00J,1,6
SHIP-002727,ORD-002806,UPS,2024-10-06,150.52,68.01,0,Z83XPB5BAX6J,3,6
SHIP-002728,ORD-002807,Amazon Logistics,2024-10-07,11.32,7.33,0,76YKXAXLW8BD,6,6
SHIP-002729,ORD-002808,UPS,2024-10-07,176.07,78.23,0,DF1EBZ7EU1U5,1,5
SHIP-002730,ORD-002809,FedEx,2024-10-07,16.94,16.12,1,QTYHAEBYJUMM,5,1
SHIP-002731,ORD-002810,UPS,2024-10-08,64.62,33.65,0,0HY9710S2WJL,7,5
SHIP-002732,ORD-002811,USPS,2024-10-08,487.55,151.46,0,PX7WN10WCXYC,5,7
SHIP-002733,ORD-002812,UPS,2024-10-08,112.82,52.93,0,YHPIZCTVP34Q,3,5
SHIP-002734,ORD-002813,Amazon Logistics,2024-10-08,32.01,12.5,0,WSLO57PM2KSK,3,5
SHIP-002735,ORD-002814,UPS,2024-10-09,81.06,40.22,1,MJE9HH5GY1QX,1,4
SHIP-002736,ORD-002815,FedEx,2024-10-09,16.47,15.91,0,BLKARK761JFA,6,9
SHIP-002737,ORD-002816,USPS,2024-10-09,79.6,29.08,0,FZR4XXN3YD0N,8,7
SHIP-002738,ORD-002817,FedEx,2024-10-09,44.1,28.34,0,L6N5L8VLSHY7,1,2
SHIP-002739,ORD-002818,Amazon Logistics,2024-10-09,218.29,59.07,0,600OM13LF0RR,1,1
SHIP-002740,ORD-002819,FedEx,2024-10-10,100.06,53.53,0,EB98HAIN2ER2,3,2
SHIP-002741,ORD-002820,FedEx,2024-10-10,22.05,18.42,0,G71BQ6JDQYMA,2,1
SHIP-002742,ORD-002821,DHL,2024-10-10,116.4,73.12,0,7VCPASHW3DNG,5,2
SHIP-002743,ORD-002822,Amazon Logistics,2024-10-10,137.38,38.84,0,6S7RQG8G2QPC,7,4
SHIP-002744,ORD-002823,USPS,2024-10-10,87.18,31.35,0,EVNVMMKVC7T8,6,6
SHIP-002745,ORD-002824,USPS,2024-10-10,22.05,11.81,0,IEZGI6JXZQU8,1,5
SHIP-002746,ORD-002825,USPS,2024-10-10,119.79,41.14,0,7Q6DE7UAXIRU,1,6
SHIP-002747,ORD-002826,DHL,2024-10-11,85.36,56.05,0,LHCW8R69D341,8,9
SHIP-002748,ORD-002827,DHL,2024-10-11,99.76,63.97,0,6RF2SFNA4H07,6,5
SHIP-002749,ORD-002828,FedEx,2024-10-11,22.05,18.42,0,0IPLWRTHFHLA,2,6
SHIP-002750,ORD-002829,DHL,2024-10-12,33.0,27.25,0,MF62547MZXCB,2,9
SHIP-002751,ORD-002830,Amazon Logistics,2024-10-13,64.57,20.64,0,MX8U2F7BUEYP,6,1
SHIP-002752,ORD-002831,FedEx,2024-10-13,243.52,118.08,1,BS4WD9EBOUBI,5,10
SHIP-002753,ORD-002832,FedEx,2024-10-13,157.53,79.39,0,59O3Q2S7VZ42,7,10
SHIP-002754,ORD-002833,Amazon Logistics,2024-10-13,116.8,33.7,0,AUBHUIU30Y7C,5,7
SHIP-002755,ORD-002834,Amazon Logistics,2024-10-14,133.71,37.93,1,RUCVJGLYXCRH,1,5
SHIP-002756,ORD-002835,USPS,2024-10-14,32.98,15.09,0,UUTBLBK6HD6W,7,8
SHIP-002757,ORD-002836,FedEx,2024-10-14,281.83,135.32,1,MDYCL8H18YGI,6,4
SHIP-002758,ORD-002837,FedEx,2024-10-14,8.28,12.23,0,RNJDWG2LKC2M,7,2
SHIP-002759,ORD-002838,FedEx,2024-10-15,75.0,42.25,0,KOXTJPIWTUXD,7,2
SHIP-002760,ORD-002839,DHL,2024-10-15,12.79,16.13,0,87FGESC34AET,3,4
SHIP-002761,ORD-002840,USPS,2024-10-15,164.24,54.47,1,16EK79HB82CM,1,2
SHIP-002762,ORD-002841,Amazon Logistics,2024-10-15,10.57,7.14,0,35FPZQW7ESJ7,1,5
SHIP-002763,ORD-002842,FedEx,2024-10-15,271.22,130.55,0,FTEGAVJBS6E9,8,10
SHIP-002764,ORD-002843,UPS,2024-10-15,90.3,43.92,0,RKO0Z8HM3DGQ,2,5
SHIP-002765,ORD-002844,DHL,2024-10-15,83.35,54.94,1,LD710Q6FCE11,4,5
SHIP-002766,ORD-002845,UPS,2024-10-16,381.8,160.52,0,PQLJQZSC4VLZ,3,1
SHIP-002767,ORD-002846,Amazon Logistics,2024-10-16,183.41,50.35,0,RJW2JY564CL1,4,8
SHIP-002768,ORD-002847,UPS,2024-10-16,73.2,37.08,0,YR93DZOJD5F0,3,8
SHIP-002769,ORD-002848,Amazon Logistics,2024-10-16,52.43,17.61,0,UPIKR5XRU949,7,5
SHIP-002770,ORD-002849,FedEx,2024-10-16,86.12,47.25,0,00A87L0N9NWE,5,3
SHIP-002771,ORD-002850,DHL,2024-10-17,81.28,53.8,0,GJZGWSPEFY44,3,3
SHIP-002772,ORD-002851,Amazon Logistics,2024-10-17,131.67,37.42,1,6FU7RV6HL7W9,1,10
SHIP-002773,ORD-002852,FedEx,2024-10-17,216.76,106.04,0,ZI1KMNSVKI0B,2,10
SHIP-002774,ORD-002853,UPS,2024-10-17,9.45,11.58,0,AKCQADC13VU0,1,6
SHIP-002775,ORD-002854,FedEx,2024-10-18,315.41,150.43,0,7N7PA3U5IKZN,6,10
SHIP-002776,ORD-002855,Amazon Logistics,2024-10-19,335.99,88.5,0,O23C55KWNO8P,4,10
SHIP-002777,ORD-002856,USPS,2024-10-19,134.73,45.62,0,6UQVAPAAOPZ4,6,3
SHIP-002778,ORD-002857,UPS,2024-10-19,2.55,8.82,1,70323RH5LAJA,2,10
SHIP-002779,ORD-002858,DHL,2024-10-19,20.08,20.14,0,0305OUL9VZAF,2,2
SHIP-002780,ORD-002859,DHL,2024-10-20,197.95,117.97,0,BVL2DRGHVVQ4,5,10
SHIP-002781,ORD-002860,Amazon Logistics,2024-10-21,228.48,61.62,0,HO8GQHC3HS3X,8,6
SHIP-002782,ORD-002862,UPS,2024-10-22,83.85,41.34,0,LP23MXOI7Y72,8,6
SHIP-002783,ORD-002863,FedEx,2024-10-23,350.26,166.12,1,KDQ1V8ESZ5LU,3,7
SHIP-002784,ORD-002864,DHL,2024-10-23,58.5,41.28,0,7LVXLW7LHQ2X,5,10
SHIP-002785,ORD-002865,Amazon Logistics,2024-10-23,264.26,70.56,0,JWZ1ZEAAWTQX,7,10
SHIP-002786,ORD-002866,DHL,2024-10-23,99.6,63.88,0,MWLDRV53N8N8,2,9
SHIP-002787,ORD-002867,USPS,2024-10-23,17.01,10.3,0,RAURHD91W3WR,8,6
SHIP-002788,ORD-002868,Amazon Logistics,2024-10-23,188.21,51.55,1,U2PLCFOJD27I,2,10
SHIP-002789,ORD-002870,FedEx,2024-10-24,101.4,54.13,0,SBJ7TFMNPGT7,5,1
SHIP-002790,ORD-002872,USPS,2024-10-24,129.41,44.02,0,F2Q8EWK8NR3T,8,1
SHIP-002791,ORD-002873,DHL,2024-10-24,58.4,41.22,0,KCOAZ83R6XRJ,4,3
SHIP-002792,ORD-002874,USPS,2024-10-25,76.98,28.29,0,MBB12JHMPA5M,6,5
SHIP-002793,ORD-002875,UPS,2024-10-25,186.96,82.58,0,GH4A9ZJ1PVPY,4,3
SHIP-002794,ORD-002876,DHL,2024-10-25,100.54,64.4,0,5EZM5C2W7S3T,2,9
SHIP-002795,ORD-002877,USPS,2024-10-25,339.86,107.16,0,PVXWAYJZNLFP,4,1
SHIP-002796,ORD-002878,FedEx,2024-10-25,50.94,31.42,0,KT03V0JBUKXP,7,7
SHIP-002797,ORD-002879,FedEx,2024-10-26,64.2,37.39,0,RYLYD8UE15Y3,7,10
SHIP-002798,ORD-002880,Amazon Logistics,2024-10-26,208.01,56.5,0,YQI0BFXRLREJ,1,7
SHIP-002799,ORD-002881,DHL,2024-10-26,150.66,91.96,0,GNZRQ5TECI8P,4,7
SHIP-002800,ORD-002882,USPS,2024-10-26,182.03,59.81,0,H5X19BBDM5KA,8,5
SHIP-002801,ORD-002883,Amazon Logistics,2024-10-27,61.0,19.75,0,BHOBQQOJ8CGN,6,7
SHIP-002802,ORD-002884,USPS,2024-10-27,69.76,26.13,0,GAJSKXC0CSFH,5,4
SHIP-002803,ORD-002885,UPS,2024-10-27,37.6,22.84,0,48CH7C8MDRXB,8,3
SHIP-002804,ORD-002886,DHL,2024-10-28,187.83,112.41,0,YJZO4TTBKC8V,3,6
SHIP-002805,ORD-002887,Amazon Logistics,2024-10-28,106.02,31.01,1,O6U4G73ZZNXP,7,4
SHIP-002806,ORD-002888,Amazon Logistics,2024-10-28,5.49,5.87,1,OTR1J5CDEZVL,3,2
SHIP-002807,ORD-002889,FedEx,2024-10-28,43.06,27.88,0,4DEKOX8UQTTW,8,1
SHIP-002808,ORD-002890,FedEx,2024-10-29,39.54,26.29,0,RAUIF9GFW8E5,6,3
SHIP-002809,ORD-002891,FedEx,2024-10-29,222.65,108.69,0,YS5QZDI5FQDQ,2,9
SHIP-002810,ORD-002892,USPS,2024-10-29,190.85,62.45,0,OD9ZIAO56EKZ,8,1
SHIP-002811,ORD-002893,FedEx,2024-10-29,22.59,18.67,0,Q4TJKRZ9OQ8Y,2,5
SHIP-002812,ORD-002894,Amazon Logistics,2024-10-30,224.71,60.68,1,HDVGVHGIKRXB,1,1
SHIP-002813,ORD-002895,Amazon Logistics,2024-10-30,21.74,9.94,0,6PE3XHTLSX2B,8,4
SHIP-002814,ORD-002896,UPS,2024-10-30,186.02,82.21,0,YW9M5REOOCOY,8,3
SHIP-002815,ORD-002897,FedEx,2024-10-30,218.17,106.68,1,7RUDJFXS936D,7,1
SHIP-002816,ORD-002898,DHL,2024-10-31,43.06,32.78,0,N69BDH5RGOEF,8,6
SHIP-002817,ORD-002899,Amazon Logistics,2024-10-31,105.35,30.84,1,KI13Y6YF36NY,1,3
SHIP-002818,ORD-002900,FedEx,2024-10-31,361.78,171.3,0,QWYNVVRM1TPK,8,3
SHIP-002819,ORD-002901,UPS,2024-10-31,63.77,33.31,0,8LNDTUXI3KHM,4,9
SHIP-002820,ORD-002902,FedEx,2024-10-31,59.82,35.42,0,GK5CZCZMZ00K,3,4
SHIP-002821,ORD-002903,UPS,2024-10-31,111.92,52.57,0,DFFYFWT0NEML,5,6
SHIP-002822,ORD-002904,DHL,2024-11-01,75.44,50.59,0,OAMNWG0N8C71,6,8
SHIP-002823,ORD-002905,UPS,2024-11-01,61.2,32.28,0,R8VUGBE5XNRG,7,10
SHIP-002824,ORD-002907,UPS,2024-11-01,231.86,100.54,0,RU9F6PZD7HEH,8,2
SHIP-002825,ORD-002908,FedEx,2024-11-01,441.72,207.27,0,822WRXD56FVD,8,4
SHIP-002826,ORD-002909,Amazon Logistics,2024-11-01,101.61,29.9,0,ING1FTOBDDFK,2,7
SHIP-002827,ORD-002910,Amazon Logistics,2024-11-01,98.85,29.21,0,99Q75TJVEWQW,5,9
SHIP-002828,ORD-002911,Amazon Logistics,2024-11-01,532.56,137.64,0,JN32DKNLS0AN,8,5
SHIP-002829,ORD-002912,FedEx,2024-11-01,293.3,140.49,0,S02WRSHKWTNK,3,6
SHIP-002830,ORD-002913,Amazon Logistics,2024-11-01,103.34,30.33,0,90LZ4NO491GS,3,6
SHIP-002831,ORD-002914,USPS,2024-11-01,122.12,41.84,1,6V5Z3AT8D3GF,6,1
SHIP-002832,ORD-002915,UPS,2024-11-01,167.95,74.98,0,3GLB04QML42Z,7,3
SHIP-002833,ORD-002916,USPS,2024-11-02,108.65,37.8,1,R4BS7SGGVC43,3,8
SHIP-002834,ORD-002917,UPS,2024-11-02,66.33,34.33,0,ZCXSRKNV6NZT,3,1
SHIP-002835,ORD-002918,DHL,2024-11-02,22.64,21.55,0,SG1LL26WPIB8,4,4
SHIP-002836,ORD-002919,Amazon Logistics,2024-11-02,74.6,23.15,0,0TQWME50ZMHP,5,9
SHIP-002837,ORD-002920,USPS,2024-11-02,179.16,58.95,1,ZFJDCJEXDXD0,6,7
SHIP-002838,ORD-002921,UPS,2024-11-02,349.16,147.46,0,USB1MW8XKHG4,4,4
SHIP-002839,ORD-002922,USPS,2024-11-02,5.52,6.86,1,73FGTI1BU7TP,5,5
SHIP-002840,ORD-002923,DHL,2024-11-03,37.72,29.85,1,85E6HPZZENGU,3,5
SHIP-002841,ORD-002925,UPS,2024-11-03,37.84,22.94,0,IF3VDVC5NKDH,2,6
SHIP-002842,ORD-002926,DHL,2024-11-03,173.7,104.64,0,CIBB0TVVE4JJ,4,5
SHIP-002843,ORD-002927,UPS,2024-11-03,14.53,13.61,0,X8JXCMNGNLNH,1,8
SHIP-002844,ORD-002928,FedEx,2024-11-03,293.81,140.71,0,SMLP45CDGVXZ,1,5
SHIP-002845,ORD-002930,UPS,2024-11-04,130.61,60.04,0,CR8LE854MFUY,4,4
SHIP-002846,ORD-002931,DHL,2024-11-04,122.68,76.57,0,PMW9MGQP8XT9,3,2
SHIP-002847,ORD-002932,DHL,2024-11-04,161.79,98.08,0,50QHZFLPSQ5C,6,2
SHIP-002848,ORD-002933,USPS,2024-11-04,18.18,10.65,0,1M8CC8TZPH26,6,1
SHIP-002849,ORD-002934,FedEx,2024-11-04,266.77,128.55,0,LDEWSVSH4EJS,4,5
SHIP-002850,ORD-002935,DHL,2024-11-04,67.44,46.19,0,2WCPGF0B2HAA,8,3
SHIP-002851,ORD-002936,Amazon Logistics,2024-11-04,283.46,75.37,0,F4XJ5K6DXQKT,8,1
SHIP-002852,ORD-002937,UPS,2024-11-04,291.1,124.24,0,J6AM0513XJWB,3,4
SHIP-002853,ORD-002938,FedEx,2024-11-04,42.62,27.68,0,806M6G5G2I2D,7,2
SHIP-002854,ORD-002939,Amazon Logistics,2024-11-04,130.32,37.08,0,1NOK9BSQPX8I,5,8
SHIP-002855,ORD-002940,UPS,2024-11-04,134.36,61.54,0,CB3GJWA4B0IX,6,6
SHIP-002856,ORD-002942,USPS,2024-11-04,183.84,60.35,0,XC82Q6QBIZMP,7,1
SHIP-002857,ORD-002943,USPS,2024-11-04,404.46,126.54,0,H34AGUWV2P4E,2,8
SHIP-002858,ORD-002944,Amazon Logistics,2024-11-05,239.17,64.29,0,BSAIED98EUM9,2,2
SHIP-002859,ORD-002945,FedEx,2024-11-05,81.76,45.29,0,TP0RGIDDVZZ1,7,1
SHIP-002860,ORD-002946,DHL,2024-11-05,340.19,196.2,0,G492CHS7SSS3,8,8
SHIP-002861,ORD-002947,Amazon Logistics,2024-11-05,50.47,17.12,0,C54YIH0F8QOG,8,4
SHIP-002862,ORD-002948,FedEx,2024-11-05,6.75,11.54,1,VP5TUZ69CTFA,2,1
SHIP-002863,ORD-002949,FedEx,2024-11-05,129.6,66.82,0,I8P28BT7IRV1,8,10
SHIP-002864,ORD-002950,FedEx,2024-11-05,82.55,45.65,0,HZ55ZORXMOM5,4,3
SHIP-002865,ORD-002951,FedEx,2024-11-05,287.38,137.82,0,KLI2ZF6JDJV9,2,2
SHIP-002866,ORD-002952,UPS,2024-11-05,120.75,56.1,0,P24SZGE5INPS,8,3
SHIP-002867,ORD-002953,Amazon Logistics,2024-11-05,70.08,22.02,1,R5XHKSCG8VNK,1,1
SHIP-002868,ORD-002954,USPS,2024-11-05,334.51,105.55,1,06ISAG8U6WK0,4,1
SHIP-002869,ORD-002955,DHL,2024-11-05,123.56,77.06,0,Q32MUZ20BH2F,2,4
SHIP-002870,ORD-002956,USPS,2024-11-05,52.89,21.07,0,HVY4BZ2T391D,7,4
SHIP-002871,ORD-002957,Amazon Logistics,2024-11-05,193.95,52.99,0,N39IV3EB9G1X,4,5
SHIP-002872,ORD-002959,USPS,2024-11-06,244.58,78.57,1,TUZDXFKE78MZ,5,9
SHIP-002873,ORD-002960,UPS,2024-11-06,366.52,154.41,0,ZK57MPVA6OML,2,6
SHIP-002874,ORD-002961,FedEx,2024-11-06,8.1,12.15,0,IQRPWFHFVVNK,4,3
SHIP-002875,ORD-002962,USPS,2024-11-06,250.65,80.39,1,P2F8QA1RPM8U,4,4
SHIP-002876,ORD-002963,Amazon Logistics,2024-11-06,6.94,6.24,0,7JD3LB4PFOT7,2,7
SHIP-002877,ORD-002965,FedEx,2024-11-06,39.0,26.05,0,B03JIQYY3RSL,3,6
SHIP-002878,ORD-002966,Amazon Logistics,2024-11-06,213.3,57.82,1,ZDMSRQCO5RX4,8,6
SHIP-002879,ORD-002967,FedEx,2024-11-06,102.39,54.58,0,5NX2WB04W0MM,5,1
SHIP-002880,ORD-002968,UPS,2024-11-06,293.44,125.18,0,7TFPKL272U8F,5,7
SHIP-002881,ORD-002969,UPS,2024-11-06,298.69,127.28,1,KNJ453RM2NHU,3,2
SHIP-002882,ORD-002970,USPS,2024-11-06,28.38,13.71,0,PVMPNEV8PHAL,5,5
SHIP-002883,ORD-002971,UPS,2024-11-07,416.19,174.28,0,O18UR92RAU60,7,9
SHIP-002884,ORD-002972,DHL,2024-11-07,191.71,114.54,0,H1Y0JUPR0P40,3,9
SHIP-002885,ORD-002973,FedEx,2024-11-07,193.95,95.78,0,KB1ZM9Y21PZ2,8,8
SHIP-002886,ORD-002974,USPS,2024-11-07,39.0,16.9,0,7B7Z52NDQCWF,2,10
SHIP-002887,ORD-002975,USPS,2024-11-07,213.5,69.25,0,BB825LC1E74L,1,10
SHIP-002888,ORD-002976,Amazon Logistics,2024-11-07,62.37,20.09,1,Q5KFFKBOV8XA,1,9
SHIP-002889,ORD-002977,USPS,2024-11-07,37.55,16.46,1,HCOUGSOULMN3,3,7
SHIP-002890,ORD-002978,Amazon Logistics,2024-11-07,312.53,82.63,1,4T7QNVZ8328A,1,5
SHIP-002891,ORD-002979,DHL,2024-11-07,299.82,174.0,0,V6UXM9SSSEN4,2,3
SHIP-002892,ORD-002980,DHL,2024-11-07,239.01,140.56,0,CXX8F3SECDSM,7,6
SHIP-002893,ORD-002981,USPS,2024-11-07,320.95,101.49,0,95ITDNUJEORE,1,3
SHIP-002894,ORD-002982,Amazon Logistics,2024-11-07,430.2,112.05,0,G5NF2Q0CZ2UA,5,8
SHIP-002895,ORD-002983,Amazon Logistics,2024-11-08,193.37,52.84,0,B6EDRMBN3FQO,5,4
SHIP-002896,ORD-002984,Amazon Logistics,2024-11-08,179.38,49.34,1,FWWZ4T0N3AJO,6,8
SHIP-002897,ORD-002985,FedEx,2024-11-08,74.85,42.18,1,ESIPEC45JYE3,4,5
SHIP-002898,ORD-002986,Amazon Logistics,2024-11-08,284.17,75.54,0,01YTQYSAT779,2,3
SHIP-002899,ORD-002987,USPS,2024-11-08,9.26,7.98,0,LZ4785TY18JI,6,2
SHIP-002900,ORD-002988,FedEx,2024-11-08,208.49,102.32,0,OCXK5X4LVMHA,8,5
