shipment_id,order_id,carrier,allocated_cost,allocation_pct
SHIP-001387,ORD-001434,UPS,13.36,1.0
SHIP-001388,ORD-001435,FedEx,14.12,1.0
SHIP-001389,ORD-001436,DHL,33.26,1.0
SHIP-001390,ORD-001437,DHL,191.55,1.0
SHIP-001391,ORD-001438,FedEx,90.31,1.0
SHIP-001392,ORD-001439,FedEx,62.15,1.0
SHIP-001393,ORD-001440,UPS,156.19,1.0
SHIP-001394,ORD-001441,USPS,12.52,1.0
SHIP-001395,ORD-001442,FedEx,22.25,1.0
SHIP-001396,ORD-001443,DHL,65.58,1.0
SHIP-001397,ORD-001444,UPS,27.18,1.0
SHIP-001398,ORD-001445,Amazon Logistics,15.66,1.0
SHIP-001399,ORD-001446,USPS,22.64,1.0
SHIP-001400,ORD-001447,FedEx,45.96,1.0
SHIP-001401,ORD-001448,DHL,18.21,1.0
SHIP-001402,ORD-001449,Amazon Logistics,9.26,1.0
SHIP-001403,ORD-001450,FedEx,118.75,1.0
SHIP-001404,ORD-001451,USPS,53.96,1.0
SHIP-001405,ORD-001452,DHL,102.14,1.0
SHIP-001406,ORD-001453,FedEx,14.99,1.0
SHIP-001407,ORD-001454,Amazon Logistics,16.63,1.0
SHIP-001408,ORD-001455,DHL,13.31,1.0
SHIP-001409,ORD-001456,UPS,18.89,1.0
SHIP-001410,ORD-001457,DHL,205.37,1.0
SHIP-001411,ORD-001458,FedEx,26.08,1.0
SHIP-001412,ORD-001460,Amazon Logistics,77.17,1.0
SHIP-001413,ORD-001461,FedEx,85.31,1.0
SHIP-001414,ORD-001462,FedEx,111.51,1.0
SHIP-001415,ORD-001463,UPS,31.16,1.0
SHIP-001416,ORD-001464,UPS,36.62,1.0
SHIP-001417,ORD-001465,USPS,43.99,1.0
SHIP-001418,ORD-001466,USPS,104.31,1.0
SHIP-001419,ORD-001467,FedEx,169.57,1.0
SHIP-001420,ORD-001468,USPS,25.78,1.0
SHIP-001421,ORD-001469,UPS,24.71,1.0
SHIP-001422,ORD-001470,DHL,23.97,1.0
SHIP-001423,ORD-001471,Amazon Logistics,43.58,1.0
SHIP-001424,ORD-001472,UPS,69.74,1.0
SHIP-001425,ORD-001473,FedEx,70.01,1.0
SHIP-001426,ORD-001474,USPS,28.9,1.0
SHIP-001427,ORD-001475,FedEx,48.32,1.0
SHIP-001428,ORD-001476,UPS,72.4,1.0
SHIP-001429,ORD-001477,UPS,30.36,1.0
SHIP-001430,ORD-001478,USPS,66.39,1.0
SHIP-001431,ORD-001479,FedEx,46.91,1.0
SHIP-001432,ORD-001480,UPS,47.9,1.0
SHIP-001433,ORD-001481,DHL,53.02,1.0
SHIP-001434,ORD-001482,UPS,73.45,1.0
SHIP-001435,ORD-001483,FedEx,10.63,1.0
SHIP-001436,ORD-001484,Amazon Logistics,24.71,1.0
SHIP-001437,ORD-001485,Amazon Logistics,75.11,1.0
SHIP-001438,ORD-001486,UPS,13.79,1.0
SHIP-001439,ORD-001487,USPS,29.09,1.0
SHIP-001440,ORD-001488,UPS,75.84,1.0
SHIP-001441,ORD-001489,FedEx,63.28,1.0
SHIP-001442,ORD-001490,DHL,54.85,1.0
SHIP-001443,ORD-001491,DHL,48.48,1.0
SHIP-001444,ORD-001492,UPS,21.98,1.0
SHIP-001445,ORD-001493,USPS,25.67,1.0
SHIP-001446,ORD-001494,FedEx,62.93,1.0
SHIP-001447,ORD-001495,DHL,117.69,1.0
SHIP-001448,ORD-001496,Amazon Logistics,21.08,1.0
SHIP-001449,ORD-001497,Amazon Logistics,9.52,1.0
SHIP-001450,ORD-001498,Amazon Logistics,108.62,1.0
SHIP-001451,ORD-001499,Amazon Logistics,76.17,1.0
SHIP-001452,ORD-001500,DHL,37.56,1.0
SHIP-001453,ORD-001501,Amazon Logistics,19.31,1.0
SHIP-001454,ORD-001502,USPS,45.59,1.0
SHIP-001455,ORD-001503,DHL,38.01,1.0
SHIP-001456,ORD-001504,FedEx,106.86,1.0
SHIP-001457,ORD-001505,USPS,33.68,1.0
SHIP-001458,ORD-001506,UPS,23.12,1.0
SHIP-001459,ORD-001507,UPS,68.92,1.0
SHIP-001460,ORD-001508,Amazon Logistics,6.37,1.0
SHIP-001461,ORD-001509,DHL,110.75,1.0
SHIP-001462,ORD-001510,DHL,184.54,1.0
SHIP-001463,ORD-001511,UPS,25.94,1.0
SHIP-001464,ORD-001512,UPS,21.52,1.0
SHIP-001465,ORD-001513,UPS,52.2,1.0
SHIP-001466,ORD-001514,UPS,46.95,1.0
SHIP-001467,ORD-001515,DHL,39.16,1.0
SHIP-001468,ORD-001516,Amazon Logistics,20.28,1.0
SHIP-001469,ORD-001517,USPS,51.5,1.0
SHIP-001470,ORD-001518,DHL,55.33,1.0
SHIP-001471,ORD-001519,USPS,23.5,1.0
SHIP-001472,ORD-001520,FedEx,45.51,1.0
SHIP-001473,ORD-001521,FedEx,63.53,1.0
SHIP-001474,ORD-001522,Amazon Logistics,59.84,1.0
SHIP-001475,ORD-001523,FedEx,45.6,1.0
SHIP-001476,ORD-001524,UPS,139.31,1.0
SHIP-001477,ORD-001525,DHL,164.94,1.0
SHIP-001478,ORD-001526,Amazon Logistics,19.61,1.0
SHIP-001479,ORD-001527,FedEx,181.14,1.0
SHIP-001480,ORD-001528,FedEx,121.4,1.0
SHIP-001481,ORD-001529,UPS,23.44,1.0
SHIP-001482,ORD-001530,Amazon Logistics,12.62,1.0
SHIP-001483,ORD-001531,DHL,70.35,1.0
SHIP-001484,ORD-001532,UPS,32.2,1.0
SHIP-001485,ORD-001533,Amazon Logistics,20.55,1.0
SHIP-001486,ORD-001534,Amazon Logistics,13.65,1.0
SHIP-001487,ORD-001535,Amazon Logistics,24.4,1.0
SHIP-001488,ORD-001536,UPS,67.68,1.0
SHIP-001489,ORD-001537,Amazon Logistics,37.61,1.0
SHIP-001490,ORD-001538,USPS,7.54,1.0
SHIP-001491,ORD-001539,USPS,23.47,1.0
SHIP-001492,ORD-001540,DHL,65.31,1.0
SHIP-001493,ORD-001541,USPS,31.11,1.0
SHIP-001494,ORD-001542,UPS,245.76,1.0
SHIP-001495,ORD-001543,DHL,33.26,1.0
SHIP-001496,ORD-001544,USPS,35.61,1.0
SHIP-001497,ORD-001545,DHL,150.21,1.0
SHIP-001498,ORD-001546,USPS,26.22,1.0
SHIP-001499,ORD-001547,Amazon Logistics,14.84,1.0
SHIP-001500,ORD-001548,DHL,19.12,1.0
SHIP-001501,ORD-001549,FedEx,9.87,1.0
SHIP-001502,ORD-001550,DHL,102.37,1.0
SHIP-001503,ORD-001551,USPS,52.16,1.0
SHIP-001504,ORD-001552,DHL,111.31,1.0
SHIP-001505,ORD-001553,FedEx,45.91,1.0
SHIP-001506,ORD-001554,DHL,180.3,1.0
SHIP-001507,ORD-001555,DHL,288.74,1.0
SHIP-001508,ORD-001556,Amazon Logistics,38.01,1.0
SHIP-001509,ORD-001557,Amazon Logistics,29.35,1.0
SHIP-001510,ORD-001558,UPS,20.48,1.0
SHIP-001511,ORD-001559,Amazon Logistics,90.6,1.0
SHIP-001512,ORD-001560,USPS,107.66,1.0
SHIP-001513,ORD-001561,UPS,59.83,1.0
SHIP-001514,ORD-001562,Amazon Logistics,55.99,1.0
SHIP-001515,ORD-001563,DHL,50.25,1.0
SHIP-001516,ORD-001564,FedEx,11.01,1.0
SHIP-001517,ORD-001565,UPS,41.9,1.0
SHIP-001518,ORD-001566,Amazon Logistics,103.97,1.0
SHIP-001519,ORD-001567,DHL,242.37,1.0
SHIP-001520,ORD-001568,Amazon Logistics,57.6,1.0
SHIP-001521,ORD-001569,Amazon Logistics,20.75,1.0
SHIP-001522,ORD-001571,USPS,145.22,1.0
SHIP-001523,ORD-001573,UPS,75.7,1.0
SHIP-001524,ORD-001574,UPS,13.32,1.0
SHIP-001525,ORD-001575,UPS,53.84,1.0
SHIP-001526,ORD-001576,Amazon Logistics,11.85,1.0
SHIP-001527,ORD-001577,UPS,38.96,1.0
SHIP-001528,ORD-001578,FedEx,82.45,1.0
SHIP-001529,ORD-001579,DHL,14.71,1.0
SHIP-001530,ORD-001580,FedEx,22.01,1.0
SHIP-001531,ORD-001581,DHL,91.88,1.0
SHIP-001532,ORD-001582,UPS,71.42,1.0
SHIP-001533,ORD-001583,FedEx,11.68,1.0
SHIP-001534,ORD-001584,FedEx,170.75,1.0
SHIP-001535,ORD-001585,UPS,74.34,1.0
SHIP-001536,ORD-001586,FedEx,96.94,1.0
SHIP-001537,ORD-001587,DHL,65.89,1.0
SHIP-001538,ORD-001588,USPS,11.66,1.0
SHIP-001539,ORD-001589,UPS,65.16,1.0
SHIP-001540,ORD-001590,DHL,73.66,1.0
SHIP-001541,ORD-001591,FedEx,85.99,1.0
SHIP-001542,ORD-001592,FedEx,77.43,1.0
SHIP-001543,ORD-001593,Amazon Logistics,7.92,1.0
SHIP-001544,ORD-001594,Amazon Logistics,14.65,1.0
SHIP-001545,ORD-001595,UPS,143.47,1.0
SHIP-001546,ORD-001596,DHL,73.37,1.0
SHIP-001547,ORD-001597,Amazon Logistics,35.74,1.0
SHIP-001548,ORD-001598,UPS,45.49,1.0
SHIP-001549,ORD-001599,Amazon Logistics,18.98,1.0
SHIP-001550,ORD-001600,DHL,69.49,1.0
SHIP-001551,ORD-001601,Amazon Logistics,38.77,1.0
SHIP-001552,ORD-001602,DHL,232.47,1.0
SHIP-001553,ORD-001603,USPS,35.61,1.0
SHIP-001554,ORD-001604,Amazon Logistics,57.34,1.0
SHIP-001555,ORD-001605,FedEx,154.63,1.0
SHIP-001556,ORD-001606,FedEx,134.21,1.0
SHIP-001557,ORD-001607,USPS,85.03,1.0
SHIP-001558,ORD-001608,UPS,30.01,1.0
SHIP-001559,ORD-001609,Amazon Logistics,33.07,1.0
SHIP-001560,ORD-001610,UPS,60.57,1.0
SHIP-001561,ORD-001611,UPS,35.14,1.0
SHIP-001562,ORD-001612,Amazon Logistics,32.34,1.0
SHIP-001563,ORD-001613,Amazon Logistics,37.72,1.0
SHIP-001564,ORD-001614,DHL,89.81,1.0
SHIP-001565,ORD-001615,UPS,94.0,1.0
SHIP-001566,ORD-001616,Amazon Logistics,39.0,1.0
SHIP-001567,ORD-001617,UPS,147.22,1.0
SHIP-001568,ORD-001618,DHL,95.26,1.0
SHIP-001569,ORD-001619,FedEx,31.42,1.0
SHIP-001570,ORD-001620,FedEx,105.19,1.0
SHIP-001571,ORD-001621,UPS,56.08,1.0
SHIP-001572,ORD-001622,DHL,10.62,1.0
SHIP-001573,ORD-001623,USPS,124.58,1.0
SHIP-001574,ORD-001624,UPS,138.12,1.0
SHIP-001575,ORD-001625,FedEx,143.91,1.0
SHIP-001576,ORD-001626,UPS,82.25,1.0
SHIP-001577,ORD-001627,Amazon Logistics,48.42,1.0
SHIP-001578,ORD-001628,UPS,54.14,1.0
SHIP-001579,ORD-001629,USPS,66.45,1.0
SHIP-001580,ORD-001630,UPS,66.2,1.0
SHIP-001581,ORD-001631,DHL,165.68,1.0
SHIP-001582,ORD-001632,DHL,260.37,1.0
SHIP-001583,ORD-001633,UPS,60.86,1.0
SHIP-001584,ORD-001634,UPS,54.2,1.0
SHIP-001585,ORD-001635,DHL,117.99,1.0
SHIP-001586,ORD-001636,UPS,14.72,1.0
SHIP-001587,ORD-001637,UPS,26.66,1.0
SHIP-001588,ORD-001638,UPS,215.04,1.0
SHIP-001589,ORD-001639,FedEx,39.13,1.0
SHIP-001590,ORD-001641,DHL,37.45,1.0
SHIP-001591,ORD-001642,USPS,81.26,1.0
SHIP-001592,ORD-001643,UPS,87.61,1.0
SHIP-001593,ORD-001644,UPS,18.78,1.0
SHIP-001594,ORD-001645,USPS,21.16,1.0
SHIP-001595,ORD-001646,FedEx,77.89,1.0
SHIP-001596,ORD-001647,DHL,101.82,1.0
SHIP-001597,ORD-001648,DHL,72.9,1.0
SHIP-001598,ORD-001649,DHL,209.7,1.0
SHIP-001599,ORD-001650,UPS,40.34,1.0
SHIP-001600,ORD-001651,USPS,46.39,1.0
SHIP-001601,ORD-001652,FedEx,26.26,1.0
SHIP-001602,ORD-001653,DHL,130.89,1.0
SHIP-001603,ORD-001654,Amazon Logistics,47.0,1.0
SHIP-001604,ORD-001655,USPS,5.42,1.0
SHIP-001605,ORD-001656,USPS,32.62,1.0
SHIP-001606,ORD-001658,UPS,88.53,1.0
SHIP-001607,ORD-001659,DHL,93.3,1.0
SHIP-001608,ORD-001660,Amazon Logistics,17.46,1.0
SHIP-001609,ORD-001661,DHL,91.14,1.0
SHIP-001610,ORD-001662,UPS,26.0,1.0
SHIP-001611,ORD-001663,DHL,33.43,1.0
SHIP-001612,ORD-001664,USPS,9.23,1.0
SHIP-001613,ORD-001666,Amazon Logistics,67.79,1.0
SHIP-001614,ORD-001667,Amazon Logistics,66.16,1.0
SHIP-001615,ORD-001668,Amazon Logistics,44.08,1.0
SHIP-001616,ORD-001669,UPS,68.98,1.0
SHIP-001617,ORD-001670,Amazon Logistics,8.11,1.0
SHIP-001618,ORD-001671,UPS,18.56,1.0
SHIP-001619,ORD-001672,Amazon Logistics,41.1,1.0
SHIP-001620,ORD-001673,UPS,38.6,1.0
SHIP-001621,ORD-001674,FedEx,113.08,1.0
SHIP-001622,ORD-001675,UPS,161.99,1.0
SHIP-001623,ORD-001676,DHL,176.22,1.0
SHIP-001624,ORD-001677,USPS,88.75,1.0
SHIP-001625,ORD-001678,UPS,70.65,1.0
SHIP-001626,ORD-001680,FedEx,23.43,1.0
SHIP-001627,ORD-001681,DHL,196.25,1.0
SHIP-001628,ORD-001682,FedEx,98.95,1.0
SHIP-001629,ORD-001683,DHL,69.91,1.0
SHIP-001630,ORD-001684,FedEx,50.12,1.0
SHIP-001631,ORD-001685,Amazon Logistics,38.38,1.0
SHIP-001632,ORD-001686,FedEx,18.19,1.0
SHIP-001633,ORD-001687,USPS,43.84,1.0
SHIP-001634,ORD-001688,UPS,111.4,1.0
SHIP-001635,ORD-001689,Amazon Logistics,86.06,1.0
SHIP-001636,ORD-001690,Amazon Logistics,40.31,1.0
SHIP-001637,ORD-001691,DHL,29.45,1.0
SHIP-001638,ORD-001692,Amazon Logistics,12.82,1.0
SHIP-001639,ORD-001693,Amazon Logistics,28.07,1.0
SHIP-001640,ORD-001694,USPS,34.01,1.0
SHIP-001641,ORD-001695,Amazon Logistics,64.95,1.0
SHIP-001642,ORD-001696,USPS,27.94,1.0
SHIP-001643,ORD-001698,Amazon Logistics,16.14,1.0
SHIP-001644,ORD-001699,Amazon Logistics,28.41,1.0
SHIP-001645,ORD-001700,FedEx,118.64,1.0
SHIP-001646,ORD-001701,Amazon Logistics,62.05,1.0
SHIP-001647,ORD-001702,UPS,106.82,1.0
SHIP-001648,ORD-001703,FedEx,20.92,1.0
SHIP-001649,ORD-001704,UPS,22.38,1.0
SHIP-001650,ORD-001705,FedEx,100.03,1.0
SHIP-001651,ORD-001706,Amazon Logistics,13.65,1.0
SHIP-001652,ORD-001707,USPS,57.52,1.0
SHIP-001653,ORD-001708,USPS,10.47,1.0
SHIP-001654,ORD-001709,USPS,70.73,1.0
SHIP-001655,ORD-001710,FedEx,72.54,1.0
SHIP-001656,ORD-001711,Amazon Logistics,48.65,1.0
SHIP-001657,ORD-001712,Amazon Logistics,7.53,1.0
SHIP-001658,ORD-001713,UPS,83.72,1.0
SHIP-001659,ORD-001714,USPS,42.01,1.0
SHIP-001660,ORD-001715,USPS,13.18,1.0
SHIP-001661,ORD-001716,DHL,54.82,1.0
SHIP-001662,ORD-001717,UPS,41.9,1.0
SHIP-001663,ORD-001718,UPS,69.56,1.0
SHIP-001664,ORD-001719,UPS,116.54,1.0
SHIP-001665,ORD-001720,UPS,139.39,1.0
SHIP-001666,ORD-001721,UPS,165.16,1.0
SHIP-001667,ORD-001722,Amazon Logistics,39.38,1.0
SHIP-001668,ORD-001723,UPS,136.24,1.0
SHIP-001669,ORD-001724,UPS,28.82,1.0
SHIP-001670,ORD-001725,Amazon Logistics,12.19,1.0
SHIP-001671,ORD-001726,Amazon Logistics,36.84,1.0
SHIP-001672,ORD-001727,UPS,21.41,1.0
SHIP-001673,ORD-001728,Amazon Logistics,42.77,1.0
SHIP-001674,ORD-001729,USPS,25.88,1.0
SHIP-001675,ORD-001730,FedEx,105.74,1.0
SHIP-001676,ORD-001731,Amazon Logistics,10.56,1.0
SHIP-001677,ORD-001732,FedEx,95.17,1.0
SHIP-001678,ORD-001733,UPS,39.38,1.0
SHIP-001679,ORD-001734,DHL,23.89,1.0
SHIP-001680,ORD-001735,Amazon Logistics,15.1,1.0
SHIP-001681,ORD-001736,USPS,47.06,1.0
SHIP-001682,ORD-001737,UPS,53.97,1.0
SHIP-001683,ORD-001738,USPS,41.95,1.0
SHIP-001684,ORD-001739,UPS,12.03,1.0
SHIP-001685,ORD-001740,DHL,16.5,1.0
SHIP-001686,ORD-001741,DHL,110.86,1.0
SHIP-001687,ORD-001742,Amazon Logistics,38.17,1.0
SHIP-001688,ORD-001743,FedEx,40.5,1.0
SHIP-001689,ORD-001744,FedEx,121.99,1.0
SHIP-001690,ORD-001745,DHL,90.61,1.0
SHIP-001691,ORD-001746,Amazon Logistics,27.66,1.0
SHIP-001692,ORD-001747,Amazon Logistics,68.9,1.0
SHIP-001693,ORD-001748,Amazon Logistics,71.63,1.0
SHIP-001694,ORD-001749,USPS,43.96,1.0
SHIP-001695,ORD-001750,USPS,7.27,1.0
SHIP-001696,ORD-001751,UPS,66.81,1.0
SHIP-001697,ORD-001752,UPS,106.52,1.0
SHIP-001698,ORD-001753,DHL,69.49,1.0
SHIP-001699,ORD-001754,Amazon Logistics,10.3,1.0
SHIP-001700,ORD-001755,Amazon Logistics,60.15,1.0
SHIP-001701,ORD-001756,FedEx,26.37,1.0
SHIP-001702,ORD-001757,Amazon Logistics,48.2,1.0
SHIP-001703,ORD-001758,UPS,96.64,1.0
SHIP-001704,ORD-001759,DHL,181.81,1.0
SHIP-001705,ORD-001760,UPS,101.95,1.0
SHIP-001706,ORD-001761,USPS,100.31,1.0
SHIP-001707,ORD-001763,Amazon Logistics,71.1,1.0
SHIP-001708,ORD-001765,DHL,73.28,1.0
SHIP-001709,ORD-001766,Amazon Logistics,40.7,1.0
SHIP-001710,ORD-001767,UPS,31.7,1.0
SHIP-001711,ORD-001768,UPS,28.99,1.0
SHIP-001712,ORD-001769,FedEx,43.03,1.0
SHIP-001713,ORD-001770,Amazon Logistics,33.46,1.0
SHIP-001714,ORD-001771,Amazon Logistics,41.85,1.0
SHIP-001715,ORD-001772,DHL,158.41,1.0
SHIP-001716,ORD-001773,FedEx,111.55,1.0
SHIP-001717,ORD-001774,Amazon Logistics,9.07,1.0
SHIP-001718,ORD-001775,USPS,16.23,1.0
SHIP-001719,ORD-001776,FedEx,132.4,1.0
SHIP-001720,ORD-001777,Amazon Logistics,10.12,1.0
SHIP-001721,ORD-001778,UPS,100.91,1.0
SHIP-001722,ORD-001779,DHL,111.3,1.0
SHIP-001723,ORD-001780,DHL,104.12,1.0
SHIP-001724,ORD-001781,DHL,53.48,1.0
SHIP-001725,ORD-001782,Amazon Logistics,27.48,1.0
SHIP-001726,ORD-001783,FedEx,35.6,1.0
SHIP-001727,ORD-001784,FedEx,139.14,1.0
SHIP-001728,ORD-001785,UPS,21.7,1.0
SHIP-001729,ORD-001786,Amazon Logistics,8.89,1.0
SHIP-001730,ORD-001787,USPS,9.03,1.0
SHIP-001731,ORD-001788,UPS,156.46,1.0
SHIP-001732,ORD-001789,Amazon Logistics,80.59,1.0
SHIP-001733,ORD-001790,FedEx,84.34,1.0
SHIP-001734,ORD-001791,UPS,22.7,1.0
SHIP-001735,ORD-001792,USPS,36.3,1.0
SHIP-001736,ORD-001794,USPS,62.01,1.0
SHIP-001737,ORD-001795,UPS,108.16,1.0
SHIP-001738,ORD-001796,DHL,55.0,1.0
SHIP-001739,ORD-001797,Amazon Logistics,47.7,1.0
SHIP-001740,ORD-001798,FedEx,98.58,1.0
SHIP-001741,ORD-001799,Amazon Logistics,25.2,1.0
SHIP-001742,ORD-001800,Amazon Logistics,21.65,1.0
SHIP-001743,ORD-001801,DHL,82.55,1.0
SHIP-001744,ORD-001802,USPS,24.91,1.0
SHIP-001745,ORD-001803,UPS,106.37,1.0
SHIP-001746,ORD-001804,UPS,40.23,1.0
SHIP-001747,ORD-001805,Amazon Logistics,77.8,1.0
SHIP-001748,ORD-001806,Amazon Logistics,71.98,1.0
SHIP-001749,ORD-001807,USPS,33.06,1.0
SHIP-001750,ORD-001808,UPS,99.85,1.0
SHIP-001751,ORD-001809,Amazon Logistics,24.32,1.0
SHIP-001752,ORD-001810,DHL,37.27,1.0
SHIP-001753,ORD-001811,USPS,76.39,1.0
SHIP-001754,ORD-001812,USPS,128.26,1.0
SHIP-001755,ORD-001813,DHL,130.38,1.0
SHIP-001756,ORD-001814,Amazon Logistics,58.36,1.0
SHIP-001757,ORD-001815,Amazon Logistics,51.19,1.0
SHIP-001758,ORD-001816,FedEx,64.39,1.0
SHIP-001759,ORD-001817,DHL,86.63,1.0
SHIP-001760,ORD-001818,Amazon Logistics,10.5,1.0
SHIP-001761,ORD-001819,FedEx,31.65,1.0
SHIP-001762,ORD-001820,Amazon Logistics,7.83,1.0
SHIP-001763,ORD-001821,Amazon Logistics,59.64,1.0
SHIP-001764,ORD-001822,UPS,83.26,1.0
SHIP-001765,ORD-001823,DHL,106.93,1.0
SHIP-001766,ORD-001824,FedEx,102.5,1.0
SHIP-001767,ORD-001825,FedEx,41.58,1.0
SHIP-001768,ORD-001826,UPS,69.24,1.0
SHIP-001769,ORD-001827,Amazon Logistics,18.98,1.0
SHIP-001770,ORD-001828,DHL,72.34,1.0
SHIP-001771,ORD-001829,USPS,46.29,1.0
SHIP-001772,ORD-001830,DHL,103.69,1.0
SHIP-001773,ORD-001831,USPS,18.78,1.0
SHIP-001774,ORD-001832,UPS,72.31,1.0
SHIP-001775,ORD-001833,USPS,59.19,1.0
SHIP-001776,ORD-001834,FedEx,66.5,1.0
SHIP-001777,ORD-001835,Amazon Logistics,63.62,1.0
SHIP-001778,ORD-001836,FedEx,151.76,1.0
SHIP-001779,ORD-001837,USPS,56.72,1.0
SHIP-001780,ORD-001838,UPS,203.8,1.0
SHIP-001781,ORD-001839,FedEx,119.87,1.0
SHIP-001782,ORD-001840,Amazon Logistics,60.42,1.0
SHIP-001783,ORD-001841,Amazon Logistics,59.77,1.0
SHIP-001784,ORD-001842,FedEx,183.45,1.0
SHIP-001785,ORD-001843,DHL,44.31,1.0
SHIP-001786,ORD-001844,UPS,26.34,1.0
SHIP-001787,ORD-001845,Amazon Logistics,9.7,1.0
SHIP-001788,ORD-001846,Amazon Logistics,53.23,1.0
SHIP-001789,ORD-001847,FedEx,136.59,1.0
SHIP-001790,ORD-001848,Amazon Logistics,34.0,1.0
SHIP-001791,ORD-001849,UPS,40.58,1.0
SHIP-001792,ORD-001850,Amazon Logistics,59.62,1.0
SHIP-001793,ORD-001851,DHL,99.04,1.0
SHIP-001794,ORD-001852,DHL,94.28,1.0
SHIP-001795,ORD-001853,USPS,12.75,1.0
SHIP-001796,ORD-001854,FedEx,86.55,1.0
SHIP-001797,ORD-001855,DHL,13.88,1.0
SHIP-001798,ORD-001856,UPS,105.28,1.0
SHIP-001799,ORD-001857,FedEx,91.96,1.0
SHIP-001800,ORD-001858,DHL,234.4,1.0
SHIP-001801,ORD-001859,DHL,23.74,1.0
SHIP-001802,ORD-001860,UPS,35.02,1.0
SHIP-001803,ORD-001861,FedEx,62.96,1.0
SHIP-001804,ORD-001862,Amazon Logistics,33.56,1.0
SHIP-001805,ORD-001863,DHL,64.23,1.0
SHIP-001806,ORD-001864,DHL,50.25,1.0
SHIP-001807,ORD-001865,DHL,12.43,1.0
SHIP-001808,ORD-001866,UPS,87.06,1.0
SHIP-001809,ORD-001867,Amazon Logistics,5.85,1.0
SHIP-001810,ORD-001868,DHL,139.96,1.0
SHIP-001811,ORD-001869,DHL,70.99,1.0
SHIP-001812,ORD-001870,USPS,53.11,1.0
SHIP-001813,ORD-001871,Amazon Logistics,34.16,1.0
SHIP-001814,ORD-001872,DHL,54.21,1.0
SHIP-001815,ORD-001873,USPS,85.1,1.0
SHIP-001816,ORD-001874,UPS,25.5,1.0
SHIP-001817,ORD-001875,Amazon Logistics,40.22,1.0
SHIP-001818,ORD-001876,Amazon Logistics,65.38,1.0
SHIP-001819,ORD-001877,USPS,11.59,1.0
SHIP-001820,ORD-001878,UPS,169.59,1.0
SHIP-001821,ORD-001879,USPS,44.87,1.0
SHIP-001822,ORD-001880,USPS,17.49,1.0
SHIP-001823,ORD-001881,UPS,38.43,1.0
SHIP-001824,ORD-001882,DHL,193.99,1.0
SHIP-001825,ORD-001883,FedEx,121.04,1.0
SHIP-001826,ORD-001884,USPS,49.0,1.0
SHIP-001827,ORD-001885,Amazon Logistics,24.6,1.0
SHIP-001828,ORD-001886,UPS,12.44,1.0
SHIP-001829,ORD-001887,Amazon Logistics,31.82,1.0
SHIP-001830,ORD-001888,DHL,110.91,1.0
SHIP-001831,ORD-001889,Amazon Logistics,58.55,1.0
SHIP-001832,ORD-001890,UPS,19.38,1.0
SHIP-001833,ORD-001891,FedEx,67.91,1.0
SHIP-001834,ORD-001892,DHL,25.66,1.0
SHIP-001835,ORD-001893,DHL,68.63,1.0
SHIP-001836,ORD-001894,FedEx,121.16,1.0
SHIP-001837,ORD-001895,USPS,89.94,1.0
SHIP-001838,ORD-001896,FedEx,123.99,1.0
SHIP-001839,ORD-001897,FedEx,11.81,1.0
SHIP-001840,ORD-001898,DHL,14.11,1.0
SHIP-001841,ORD-001899,Amazon Logistics,8.32,1.0
SHIP-001842,ORD-001900,FedEx,84.09,1.0
SHIP-001843,ORD-001901,USPS,41.82,1.0
SHIP-001844,ORD-001902,FedEx,41.44,1.0
SHIP-001845,ORD-001903,Amazon Logistics,23.86,1.0
SHIP-001846,ORD-001904,UPS,34.98,1.0
SHIP-001847,ORD-001905,USPS,61.02,1.0
SHIP-001848,ORD-001906,USPS,11.08,1.0
SHIP-001849,ORD-001907,FedEx,11.5,1.0
SHIP-001850,ORD-001908,UPS,47.64,1.0
SHIP-001851,ORD-001909,UPS,32.61,1.0
SHIP-001852,ORD-001910,UPS,32.13,1.0
SHIP-001853,ORD-001911,USPS,27.61,1.0
SHIP-001854,ORD-001912,DHL,186.1,1.0
SHIP-001855,ORD-001913,UPS,98.76,1.0
SHIP-001856,ORD-001914,UPS,146.19,1.0
SHIP-001857,ORD-001915,DHL,64.69,1.0
SHIP-001858,ORD-001916,Amazon Logistics,53.75,1.0
SHIP-001859,ORD-001917,UPS,65.34,1.0
SHIP-001860,ORD-001918,DHL,25.66,1.0
SHIP-001861,ORD-001919,DHL,19.83,1.0
SHIP-001862,ORD-001920,UPS,70.03,1.0
SHIP-001863,ORD-001921,DHL,89.95,1.0
SHIP-001864,ORD-001922,UPS,39.97,1.0
SHIP-001865,ORD-001923,DHL,183.42,1.0
SHIP-001866,ORD-001924,UPS,60.92,1.0
SHIP-001867,ORD-001925,Amazon Logistics,26.03,1.0
SHIP-001868,ORD-001926,USPS,126.11,1.0
SHIP-001869,ORD-001927,FedEx,65.78,1.0
SHIP-001870,ORD-001928,DHL,138.48,1.0
SHIP-001871,ORD-001929,USPS,91.35,1.0
SHIP-001872,ORD-001930,Amazon Logistics,52.75,1.0
SHIP-001873,ORD-001931,DHL,124.34,1.0
SHIP-001874,ORD-001932,USPS,77.34,1.0
SHIP-001875,ORD-001933,Amazon Logistics,13.01,1.0
SHIP-001876,ORD-001934,UPS,50.55,1.0
SHIP-001877,ORD-001935,UPS,22.38,1.0
SHIP-001878,ORD-001936,DHL,62.43,1.0
SHIP-001879,ORD-001937,UPS,122.12,1.0
